Title,Author,Publisher,Publish Date,Price,Rating,Review Count,Detail URL
LLM과 RAG로 구현하는 AI 애플리케이션,"에디 유, 대니얼 김, 김현지",위키북스,2025년 07월,27000,10.0,2,https://www.yes24.com/product/goods/148861651
AI 인류혁명,안종배,박영사,2025년 10월,10000,10.0,8,https://www.yes24.com/product/goods/155186548
데이터베이스 인터널스,알렉스 페트로프/이우현 역/이태휘 감수,에이콘출판사,2021년 01월,31500,10.0,2,https://www.yes24.com/product/goods/97015247
Do it! 코드 없이 배우는 데이터 분석 with 오렌지3,권서림,이지스퍼블리싱,2024년 12월,16920,10.0,5,https://www.yes24.com/product/goods/139756585
인공지능,천인국,인피니티북스,2023년 03월,33000,0.0,0,https://www.yes24.com/product/goods/117813841
가장 쉬운 AI (인공지능) 입문서,오니시 가나코/전지혜 역,아티오,2019년 07월,13500,9.1,19,https://www.yes24.com/product/goods/76106558
생성형 AI 건축 디자인 인테리어·가구·조경까지,김현수,책바세,2024년 04월,23400,10.0,7,https://www.yes24.com/product/goods/126125864
린 고객 개발,"신디 앨버레즈 / 박주훈, 이광호 공역",한빛미디어,2015년 05월,18000,8.9,14,https://www.yes24.com/product/goods/17638366
PyTorch로 배우는 딥러닝과 생성형 AI,박유성,자유아카데미,2025년 11월,43000,0.0,0,https://www.yes24.com/product/goods/163744828
데이터 품질의 비밀,"바 모세스, 라이어 개비쉬, 몰리 보르웨르크/데이터야놀자 역",디코딩,2023년 04월,25200,8.7,23,https://www.yes24.com/product/goods/118335008
왕초보도 7일 만에 완성하는 동화작가,"윤서아, 서성미, 유양석, 손미화, 이은순 외 5명
                                        
정보 더 보기/감추기



윤서아
서성미
유양석
손미화
이은순
문혜정
석승희
이기정
이성미
임혜경",재노북스,2025년 10월,34000,10.0,3,https://www.yes24.com/product/goods/160113470
직장인을 위한 미드저니 이미지 & 영상 제작,"고희청, 박범희",성안당,2025년 11월,24300,9.7,43,https://www.yes24.com/product/goods/163598008
AI 내부자들,"안건, 황민영, 김영현, 이활석, 박지혁 외 13명
                                        
정보 더 보기/감추기



안건
황민영
김영현
이활석
박지혁
홍창기
설형욱
문현지
한승주
이성민
문인태
이동현
노지혜
김수현
이민아
장요엘
유윤아
오창환",스마트북스,2025년 09월,19800,9.3,6,https://www.yes24.com/product/goods/153603522
컴퓨터 비전과 딥러닝,오일석,한빛아카데미,2023년 01월,39000,9.8,9,https://www.yes24.com/product/goods/116755317
이토록 쉬운 RAG 시스템 구축을 위한 랭체인 실전 가이드,윤성재,루비페이퍼,2024년 10월,23400,9.9,21,https://www.yes24.com/product/goods/136548871
엔트리 인공지능 with 햄스터 로봇,"강윤지, 박찬규, 강성웅, 김원유, 심재민 외 5명
                                        
정보 더 보기/감추기



강윤지
박찬규
강성웅
김원유
심재민
김연구
홍성용
김경상
정인재
박광현",영진닷컴,2024년 05월,16200,9.5,4,https://www.yes24.com/product/goods/126829855
챗GPT + 엑셀 업무자동화 정석,권현욱,디지털북스,2023년 04월,13500,8.8,14,https://www.yes24.com/product/goods/118219358
파이썬 업무 자동화 일잘러 되기 + 챗GPT,메이허,골든래빗,2025년 01월,32400,10.0,2,https://www.yes24.com/product/goods/140256885
피그마 with AI,신승희,길벗캠퍼스,2025년 08월,27000,10.0,4,https://www.yes24.com/product/goods/150698238
HCI 3.0,"김진우, 연세대학교 HCI Lab",안그라픽스,2024년 07월,31500,10.0,1,https://www.yes24.com/product/goods/129098896
따라 하면 성공하는 사업계획서 작성법,홍승민,지식과감성#,2024년 12월,15030,10.0,4,https://www.yes24.com/product/goods/140107020
챗GPT를 활용한 파이썬 프로그래밍,김종덕,아이티포럼,2025년 08월,32000,0.0,0,https://www.yes24.com/product/goods/152654036
10분 만에 따라 하는 Claude MCP 업무 자동화 혁신 가이드,이호준,리코멘드,2025년 07월,16920,8.0,2,https://www.yes24.com/product/goods/148173979
예제가 가득한 챗GPT 프롬프트 길라잡이,이승우,정보문화사,2024년 05월,25200,9.7,19,https://www.yes24.com/product/goods/126565833
밀리터리 인공지능 리터러시,정현식,좋은땅,2025년 10월,15300,10.0,1,https://www.yes24.com/product/goods/162321899
나만의 AI Agent 만들기,김준호,복두출판사,2025년 12월,20000,0.0,0,https://www.yes24.com/product/goods/168197691
강화학습 이론&실습,황현석,비제이퍼블릭(BJ퍼블릭),2023년 10월,27000,10.0,5,https://www.yes24.com/product/goods/122565263
메타버스 FOR 에듀테크,"변문경, 김병석, 이정훈, 박찬",다빈치books,2021년 09월,22500,9.3,28,https://www.yes24.com/product/goods/103412179
AI 에이전트 인 액션,"마이클 래넘/307번역랩, 류광 역",위키북스,2025년 07월,27000,0.0,0,https://www.yes24.com/product/goods/148412805
이토록 쉬운 엑셀 데이터 분석 with 챗GPT,"임선집, 채호창, 신경민",루비페이퍼,2024년 07월,27000,9.8,17,https://www.yes24.com/product/goods/128582151
"OpenAI, 구글 Gemini, 업스테이지 Solar API를 활용한 실전 LLM 앱 개발","최용, 이승우",위키북스,2025년 01월,31500,10.0,3,https://www.yes24.com/product/goods/141128415
챗GPT·퍼플렉시티·클로드·코파일럿·제미나이 다 잘함,이호정,리코멘드,2025년 01월,21600,10.0,14,https://www.yes24.com/product/goods/140829086
코파일럿+엑셀 업무자동화 정석,권현욱,디지털북스,2024년 08월,19800,9.0,4,https://www.yes24.com/product/goods/129445293
13가지 기술 트렌드로 배우는 4차 산업혁명과 미래사회,"안병태, 정화영",길벗캠퍼스,2023년 07월,26000,0.0,0,https://www.yes24.com/product/goods/120193294
어떻게 인간과 공존하는 인공지능을 만들 것인가,스튜어트 러셀/이한음 역,김영사,2021년 06월,19800,9.4,25,https://www.yes24.com/product/goods/102471104
랭체인 입문,오승환,정보문화사,2025년 03월,22500,9.6,14,https://www.yes24.com/product/goods/143253970
초소형 머신러닝 TinyML,"피트 워든, 대니얼 시투나야케/맹윤호, 임지순 역",한빛미디어,2020년 08월,36000,9.2,18,https://www.yes24.com/product/goods/91879171
프로그래머를 위한 확률과 통계,"히라오카 카즈유키, 호리 겐/이창신 역",길벗,2019년 05월,28800,10.0,4,https://www.yes24.com/product/goods/72336483
실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,"김혜진, 왕진영",위키북스,2025년 08월,31500,0.0,0,https://www.yes24.com/product/goods/150619242
생성형 AI 에듀테크 수업  바로 따라하기,"김정훈, 서유진, 김혜영, 한은진, 방지영 외 1명
                                        
정보 더 보기/감추기



김정훈
서유진
김혜영
한은진
방지영
주수진",행복한북창고,2024년 12월,30900,0.0,0,https://www.yes24.com/product/goods/140416101
그림으로 배우는 StatQuest 신경망 & AI 강의,"조시 스타머, 김태헌",제이펍,2025년 11월,27000,10.0,2,https://www.yes24.com/product/goods/162146601
개발자답게 코드로 익히는 강화학습,"멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 08월,28800,10.0,3,https://www.yes24.com/product/goods/151347658
왕초보 챗GPT로 책쓰기 도전,"가재산, 장동익, 김영희",글로벌콘텐츠,2025년 09월,17820,9.9,37,https://www.yes24.com/product/goods/152646907
AI와 전문직의 미래,김예성,커뮤니케이션북스,2025년 10월,12000,0.0,0,https://www.yes24.com/product/goods/159257393
인공지능을 위한 확률과 통계 with 파이썬,이연우,길벗캠퍼스,2025년 07월,38000,0.0,0,https://www.yes24.com/product/goods/150118066
경험에서 배운다! 실전 데이터 분석 35,"다카하시 이치로, 시라이시 타쿠야, 시미즈 아키에/신정원 역/권정민 감수",책만,2025년 07월,18000,10.0,10,https://www.yes24.com/product/goods/148041343
"피지컬 AI, 현실 세계의 지능화",김학용,커뮤니케이션북스,2025년 10월,12000,10.0,4,https://www.yes24.com/product/goods/159113295
생성형 AI를 활용한 게임 개발,정금호,로드북,2024년 12월,24300,8.0,1,https://www.yes24.com/product/goods/139882194
대체불가 AI 교사 업무 자동화,이승우,책바세,2025년 04월,21600,10.0,11,https://www.yes24.com/product/goods/145338919
수학으로 이해하는 기초강화학습,이동환,가우스출판,2025년 03월,31500,0.0,0,https://www.yes24.com/product/goods/144594455
"핵심 딥러닝 입문: RNN, LSTM, GRU, VAE, GAN 구현","아즈마 유키나가/최재원, 장건희 역",책만,2020년 12월,25200,7.5,4,https://www.yes24.com/product/goods/95861461
텐서플로 라이트를 활용한 안드로이드 딥러닝,임태규,한빛미디어,2021년 08월,24300,9.8,30,https://www.yes24.com/product/goods/102815465
핸즈온 생성형 AI,"오마르 산세비에로, 페드로 쿠엥카, 아폴리나리우 파소스, 조나단 휘태커/장윤경 역",한빛미디어,2025년 06월,35100,10.0,9,https://www.yes24.com/product/goods/148025270
회사에서 바로 쓰는 AI 치트키,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,18000,9.3,17,https://www.yes24.com/product/goods/147078614
AI 시대의 프로그래머,"톰 타울리/이일섭, 황은옥 역",한빛미디어,2024년 08월,20700,9.3,17,https://www.yes24.com/product/goods/130736603
"대격변 AI 시대, 데이터로 사고하고 데이터로 리드하라","알렉스 거트맨, 조던 골드마이어/최재원, 장진욱 역",책만,2024년 05월,18000,9.5,22,https://www.yes24.com/product/goods/126167769
파이썬으로 만드는 인공지능,"오일석, 이진선",한빛아카데미,2021년 01월,31000,8.0,1,https://www.yes24.com/product/goods/96969993
트랜스포머로 시작하는 언어 모델과 생성형 인공지능,추형석,위즈앤북,2025년 01월,16020,9.5,4,https://www.yes24.com/product/goods/141383909
진짜 업무에 쓰는 챗GPT 노코드 데이터 분석,이기복,디지털북스,2025년 03월,29700,10.0,6,https://www.yes24.com/product/goods/142788864
인공지능은 왜 정치적일 수밖에 없는가,마크 코켈버그/배현석 역,생각이음,2023년 07월,16920,9.0,7,https://www.yes24.com/product/goods/120483591
"AI로 이미지, 영상, 음악 한 번에 끝내기",이현,천그루숲,2024년 11월,16200,9.7,13,https://www.yes24.com/product/goods/139563085
그림으로 배우는 양자 컴퓨터,미나토 유이치로/이승훈 역,영진닷컴,2021년 10월,16200,9.9,13,https://www.yes24.com/product/goods/103916136
파이썬 데이터 분석 & 시각화 + 웹 대시보드 제작하기,박찬의,앤써북,2024년 01월,15930,9.8,13,https://www.yes24.com/product/goods/124732783
수업이 달라지는 교사 맞춤형 ChatGPT 활용 레시피,정지영,내하출판사,2025년 07월,25000,0.0,0,https://www.yes24.com/product/goods/148561335
나는 GPT를 이렇게 키웠다,김기진,에릭스토리,2025년 08월,15300,10.0,5,https://www.yes24.com/product/goods/150698144
PHYSICAL AI: 인공지능에 몸을 더하다,"손병희, 주해종, 최창훈",지오북스,2025년 11월,24000,0.0,0,https://www.yes24.com/product/goods/160892314
소프트웨어 개발에 ChatGPT 사용하기,오노 사토시/김진호 역,제이펍,2024년 09월,25200,9.6,14,https://www.yes24.com/product/goods/132891800
머신 러닝·딥 러닝에 필요한 기초 수학 with 파이썬,조준우,인사이트(insight),2020년 11월,24300,10.0,6,https://www.yes24.com/product/goods/94433523
추천 시스템의 통계 기법,"디팍 아가왈, 비 청 첸/최영재 역",에이콘출판사,2022년 05월,29700,0.0,0,https://www.yes24.com/product/goods/109559134
처음부터 끝까지 피그마로 팀플하기,이혜진(리온),제이펍,2025년 11월,21600,10.0,2,https://www.yes24.com/product/goods/166665707
AX 방법론,노주환,공존의미학,2025년 08월,18000,0.0,0,https://www.yes24.com/product/goods/150093763
알기 쉬운 실전 데이터 모델링,김찬웅,생각나눔,2024년 08월,22500,9.5,11,https://www.yes24.com/product/goods/131944084
놀면서 배우는 인공지능 with 엔트리와 아두이노,"황유정, 전경아",미래상상책방,2022년 08월,14400,10.0,14,https://www.yes24.com/product/goods/113795485
생성형 AI 콘텐츠 전략,박민서,커뮤니케이션북스,2026년 01월,12000,0.0,0,https://www.yes24.com/product/goods/172984737
빛과 AI,김용규,커뮤니케이션북스,2026년 01월,12000,0.0,0,https://www.yes24.com/product/goods/170998129
AI 초상권과 퍼블리시티권,노현숙,커뮤니케이션북스,2026년 01월,12000,0.0,0,https://www.yes24.com/product/goods/170998127
JAX/Flax로 딥러닝 레벨업,"이영빈, 유현아, 김한빈, 조영빈, 이태호 외 4명
                                        
정보 더 보기/감추기



이영빈
유현아
김한빈
조영빈
이태호
장진우
이승현
김형섭
박정현",제이펍,2024년 09월,21600,9.7,7,https://www.yes24.com/product/goods/132950692
Prophet 시계열 데이터 분석,그렉 래퍼티/임선집 역/채호창 감수,루비페이퍼,2025년 10월,25200,0.0,0,https://www.yes24.com/product/goods/160153205
인공지능과 저작권,최승재,커뮤니케이션북스,2024년 06월,12000,0.0,0,https://www.yes24.com/product/goods/128101965
데이터 사이언스 전문가,"이재호, 장인표, 백승욱, 정지원, 구은서 공저",홍릉,2025년 04월,23000,0.0,0,https://www.yes24.com/product/goods/144652175
레고 ® 마인드스톰 ® EV3 로봇 프로젝트,다니엘 베네데텔리 / 김규성 역,인사이트(insight),2016년 01월,29700,10.0,2,https://www.yes24.com/product/goods/24119032
AI 챗GPT 디지털 예술가 되기,"주혜정, 김미경, 강우리, 홍한들",광문각출판미디어,2024년 04월,17000,9.8,19,https://www.yes24.com/product/goods/126128289
AI와 공공 정책,유거송,커뮤니케이션북스,2025년 04월,12000,0.0,0,https://www.yes24.com/product/goods/144380980
심층강화학습,이창환,홍릉,2023년 06월,27000,8.0,1,https://www.yes24.com/product/goods/120164073
만들면서 배우는 생성 AI,데이비드 포스터/박해선 역,한빛미디어,2023년 09월,35100,9.7,47,https://www.yes24.com/product/goods/122338458
수학대백과사전,구라모토 다카후미/린커넥터 역,동양북스(동양books),2020년 12월,16200,9.3,29,https://www.yes24.com/product/goods/96375165
엑셀과 AI로 배우는 스마트한 데이터 관리,피수영,도서출판청람(이수영),2025년 12월,22000,0.0,0,https://www.yes24.com/product/goods/170497567
LLMOps를 활용한 LLM 엔지니어링,박슬기,위키북스,2025년 04월,25200,0.0,0,https://www.yes24.com/product/goods/145341599
데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,천영훈,디지털북스,2024년 12월,18000,8.0,2,https://www.yes24.com/product/goods/138964141
파이썬 증권 데이터 분석,김황후,한빛미디어,2020년 07월,28800,9.3,40,https://www.yes24.com/product/goods/90578506
생각을 맡기는 사람들: 호모 브레인리스,안광섭,제이펍,2025년 09월,18000,9.3,12,https://www.yes24.com/product/goods/153156828
만들면서 배우는 인공지능 엔트리와 40개의 작품들,"전진아, 김수연, 김종렬, 장문철",앤써북,2024년 08월,17820,10.0,5,https://www.yes24.com/product/goods/129366411
지능정보사회와 AI 윤리,한국정보통신보안윤리학회,배움터,2021년 02월,19000,0.0,0,https://www.yes24.com/product/goods/97702130
파이토치와 유니티 ML-Agents로 배우는 강화학습 [응용편],"민규식, 이현호, 박유민",위키북스,2025년 01월,34200,10.0,1,https://www.yes24.com/product/goods/140991380
코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,"이상용, 정동진",앤써북,2025년 10월,16200,10.0,22,https://www.yes24.com/product/goods/160409598
DuckDB 인 액션,"마크 니드햄, 마이클 헝거, 마이클 시몬스/김의윤 역",인사이트(insight),2025년 05월,25200,0.0,0,https://www.yes24.com/product/goods/145630370
맥킨지의 로지컬 라이팅,아카바 유지/이지현 역,유엑스리뷰,2025년 04월,20700,9.7,34,https://www.yes24.com/product/goods/145239043
AI 이후의 인간,반병현,생능북스,2025년 10월,20700,9.9,33,https://www.yes24.com/product/goods/153821283
AI 3대 강국,박영선,나남출판사,2025년 09월,16200,0.0,0,https://www.yes24.com/product/goods/153085270
만들면서 배우는 라즈베리파이 5와 40개의 작품들,"장문철, 다두이노",앤써북,2024년 03월,19800,7.3,3,https://www.yes24.com/product/goods/125298244
그림으로 이해하는 인지과학,기타하라 요시노리/조태호 역,길벗,2022년 03월,16200,9.6,7,https://www.yes24.com/product/goods/108250950
확률론적 로보틱스,"세바스찬 스런, 볼프람 부르가트, 디터 폭스/남궁영환 역",에이콘출판사,2020년 06월,45000,6.0,4,https://www.yes24.com/product/goods/90451329
실습으로 배우는 인공지능,송현종,바른북스,2024년 02월,16200,9.8,16,https://www.yes24.com/product/goods/124939603
AI와 함께 여는 글쓰기 교육의 미래,양일동,지식과감성#,2025년 09월,20700,10.0,6,https://www.yes24.com/product/goods/153279453
당신은 AI를 어디까지 믿을 수 있나요?,박찬선,이지스퍼블리싱,2025년 06월,15120,9.7,30,https://www.yes24.com/product/goods/147098142
초보자를 위한 ChatGPT 활용법,"정하영, 이도현",지식과감성#,2024년 11월,18000,10.0,8,https://www.yes24.com/product/goods/139612101
온디바이스 AI,"로런스 모로니 / 곽도영, 박찬성 공역",한빛미디어,2022년 11월,27000,9.4,19,https://www.yes24.com/product/goods/115096621
인간과 AI의 언어 인지,심혜미,커뮤니케이션북스,2025년 12월,12000,0.0,0,https://www.yes24.com/product/goods/167649581
"AI 모델 성능 평가, LLM·VLM과 미래 AI 모델",이정헌,커뮤니케이션북스,2025년 09월,12000,0.0,0,https://www.yes24.com/product/goods/154117689
AI 에이전트 시대 새로운 상식,공훈의,커뮤니케이션북스,2025년 11월,12000,10.0,2,https://www.yes24.com/product/goods/164773673
AI와 영상 스토리텔링,김희경,커뮤니케이션북스,2025년 12월,12000,0.0,0,https://www.yes24.com/product/goods/167507478
딥러닝 프로젝트를 위한 허깅페이스 실전 가이드,"윤대희, 김동화, 송종민, 진현두",위키북스,2024년 09월,28800,10.0,1,https://www.yes24.com/product/goods/133305266
모두를 위한 최신 ChatGPT 프롬프트 엔지니어링,"김진, 최정아",마소캠퍼스,2025년 06월,18000,10.0,1,https://www.yes24.com/product/goods/148567951
업무 생산성을 확 높이는 AI 서비스,김종철,성안당,2025년 01월,18000,9.8,36,https://www.yes24.com/product/goods/140867798
케라스 창시자에게 배우는 딥러닝 개정 2판,프랑소와 숄레/박해선 역,길벗,2022년 08월,43200,9.7,7,https://www.yes24.com/product/goods/112012471
김변호사의 스마트한 AI 활용법,김변호사 팀 편,(주)박영사,2025년 03월,18000,8.0,1,https://www.yes24.com/product/goods/144024813
데이터 기반 리텐션 전략,칼 골드/장훈 역,에이콘출판사,2025년 07월,37800,10.0,3,https://www.yes24.com/product/goods/148699363
"머신러닝, 핵심만 빠르게!",안드리 부르코프/박해선 역,인사이트(insight),2025년 10월,21600,10.0,1,https://www.yes24.com/product/goods/159566780
개발자를 위한 생성형 AI 활용 가이드,핫토리 유우키/하승민 역,길벗,2025년 09월,25200,9.1,14,https://www.yes24.com/product/goods/153827070
스퀘어 에닉스의 게임 AI,스퀘어 에닉스/송지연 역,AK(에이케이 커뮤니케이션즈),2025년 07월,46550,0.0,0,https://www.yes24.com/product/goods/148832134
딥러닝 EXPRESS,천인국,생능출판사,2024년 07월,34000,0.0,0,https://www.yes24.com/product/goods/129049095
파이썬 기반 금융 인공지능,이브 힐피시/김도형 역,한빛미디어,2022년 09월,37800,9.5,22,https://www.yes24.com/product/goods/113493752
유니티로 배우는 C# 프로그래밍 6/e,"해리슨 페론/이지성, 송정은 역",에이콘출판사,2023년 05월,36000,10.0,2,https://www.yes24.com/product/goods/118858596
"챗GPT 시대 교육, AI로 풀다","노명호, 지미정, 오한나, 윤신영, 윤주현 외 6명
                                        
정보 더 보기/감추기



노명호
지미정
오한나
윤신영
윤주현
오미숙
장희영
표완구
김봉한
소민영
장덕진",BOOKK(부크크),2023년 05월,15000,10.0,11,https://www.yes24.com/product/goods/119266591
AIX: 인공지능 대전환의 시대,현대원,메타엑스미디어,2025년 05월,18000,0.0,0,https://www.yes24.com/product/goods/146870669
다시 확률 통계-통계편,나가노 히로유키/장진희 역,길벗,2022년 04월,21600,9.9,14,https://www.yes24.com/product/goods/108826372
데이터 드리븐 리포트,이상석,한빛미디어,2023년 10월,29700,9.7,35,https://www.yes24.com/product/goods/123198762
생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,권원일,STA(소프트웨어테스팅연구소),2025년 06월,27000,0.0,0,https://www.yes24.com/product/goods/147983588
AI 트랜스포메이션(AX),임정혁,포아이알미디어,2025년 10월,29700,0.0,0,https://www.yes24.com/product/goods/161606732
퀀트 전략을 위한 인공지능 트레이딩,"김태헌, 신준호",한빛미디어,2020년 08월,25200,9.3,28,https://www.yes24.com/product/goods/91326289
전자인간의 탄생,배종성,페스트북,2025년 10월,16200,10.0,6,https://www.yes24.com/product/goods/161507295
스티븐 울프럼의 챗GPT 강의,스티븐 울프럼/박해선 역,한빛미디어,2023년 10월,18000,9.5,39,https://www.yes24.com/product/goods/123034474
엔트리로 인공지능 만들기,김민정,마린북스,2022년 06월,12600,0.0,0,https://www.yes24.com/product/goods/109840765
AI와 미래 교육,유정수,커뮤니케이션북스,2025년 11월,12000,0.0,0,https://www.yes24.com/product/goods/163514923
오늘 바로 활용하는 챗GPT,"권은정, 권지선, 박준원",앤써북,2024년 06월,15030,9.4,7,https://www.yes24.com/product/goods/128086010
한눈에 보이는 생성형 AI와 자연어 처리 그림책,"한선관, 임새이",성안당,2024년 03월,20700,10.0,17,https://www.yes24.com/product/goods/125611273
초등 인공지능 수업 첫걸음,"김소정, 엄주익, 이다정, 이인혁, 이제욱 외 6명
                                        
정보 더 보기/감추기



김소정
엄주익
이다정
이인혁
이제욱
이혜지
장형운
주은영
하윤주
홍유원
유준상",비상교육,2023년 07월,15200,10.0,2,https://www.yes24.com/product/goods/120466127
Do it! 첫 인공지능,이애리,이지스퍼블리싱,2022년 04월,11700,10.0,8,https://www.yes24.com/product/goods/108585680
AI와 문화 기술,김돈정,커뮤니케이션북스,2025년 09월,12000,10.0,1,https://www.yes24.com/product/goods/152579254
챗GPT 개발자 핸드북,양파(주한나),디코딩,2023년 07월,17820,9.3,39,https://www.yes24.com/product/goods/120832734
수업에서 활용하는 인공지능,백우진,북퍼브,2025년 07월,13500,0.0,0,https://www.yes24.com/product/goods/149419561
"AI 코드, 디코딩: AI 시대, 개발자의 연봉과 가치를 증명하는 코드 리터러시",엄경률,BOOKK(부크크),2025년 07월,28900,0.0,0,https://www.yes24.com/product/goods/150321457
AI 로봇과 안전,송현경,커뮤니케이션북스,2025년 11월,12000,0.0,0,https://www.yes24.com/product/goods/166665766
금융 전략을 위한 머신러닝,"하리옴 탓샛, 사힐 푸리, 브래드 루카보/김한상 역",한빛미디어,2021년 12월,31500,9.4,8,https://www.yes24.com/product/goods/105537230
인공지능 상담,피터 B. 라베/김수배 역,연암서가,2025년 12월,21850,0.0,0,https://www.yes24.com/product/goods/168192664
AI PR 입문,오창우,커뮤니케이션북스,2025년 12월,12000,0.0,0,https://www.yes24.com/product/goods/167722835
생성형 AI와 1인 가구,서정렬,커뮤니케이션북스,2025년 12월,12000,0.0,0,https://www.yes24.com/product/goods/167722833
생성형 AI 활용 취업 컨설팅 실전 가이드,서춘현,엘리트코리아,2025년 11월,16200,0.0,0,https://www.yes24.com/product/goods/170473312
챗GPT 질문의 기술,이선종,영진닷컴,2024년 11월,19800,9.7,6,https://www.yes24.com/product/goods/136446856
파이썬 머신러닝 판다스 데이터 분석,오승환,정보문화사,2024년 06월,27000,10.0,26,https://www.yes24.com/product/goods/128269131
디지털포렌식 인 케이스,천성덕,에스엠디자인,2024년 12월,40500,0.0,0,https://www.yes24.com/product/goods/140411238
Do it! 챗GPT&파이썬으로 AI 직원 만들기,이성용,이지스퍼블리싱,2023년 11월,22500,9.2,13,https://www.yes24.com/product/goods/123278667
인공지능과 뇌는 어떻게 생각하는가,이상완,솔,2022년 09월,16200,9.3,58,https://www.yes24.com/product/goods/112250573
LLM 인 프로덕션,"크리스토퍼 브루소, 매슈 샤프/307번역랩, 류광 역",위키북스,2025년 06월,31500,8.7,3,https://www.yes24.com/product/goods/147115595
처음 만나는 인공지능,"김대수, 김경동",생능출판사,2023년 12월,27000,0.0,0,https://www.yes24.com/product/goods/124009226
개발자 원칙 (확장판),"박성철, 강대명, 공용준, 김정, 박미정 외 3명
                                        
정보 더 보기/감추기



박성철
강대명
공용준
김정
박미정
박종천
이동욱
장동수",골든래빗,2024년 09월,21600,6.0,2,https://www.yes24.com/product/goods/131932730
AI를 활용한 경영전략 수립,은종성,책길,2025년 02월,17820,9.8,11,https://www.yes24.com/product/goods/141267035
누구나 쉽게 배우는 인공지능 스타트 with 챗GPT,박동규,인피니티북스,2025년 01월,29000,10.0,1,https://www.yes24.com/product/goods/141218507
"인공지능, 주식분석 좀 부탁해",곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,21600,9.5,11,https://www.yes24.com/product/goods/147852321
돈이 되는 AI 영상만들기,심동엽,비엘북스,2025년 03월,19800,10.0,2,https://www.yes24.com/product/goods/143622985
만들면서 배우는 아두이노 IoT 사물인터넷과 40개의 작품들,장문철,앤써북,2024년 04월,23940,9.5,4,https://www.yes24.com/product/goods/126037273
데일리 프롬프트 101,최소영,루비페이퍼,2024년 04월,18000,9.8,11,https://www.yes24.com/product/goods/126050235
우리는 AI와 공부한다,"박찬, 김병석, 전수연, 전은경, 진성임 외 5명
                                        
정보 더 보기/감추기



박찬
김병석
전수연
전은경
진성임
강윤진
김지용
김새롬
구현희
장혜진",다빈치books,2025년 02월,19800,10.0,14,https://www.yes24.com/product/goods/142558644
챗GPT를 활용한 40가지 파이썬 프로그램 만들기,장문철,앤써북,2023년 04월,15930,9.3,16,https://www.yes24.com/product/goods/118342272
처음으로 배우는 AI 엔트리,"김한나, 박지혜/KIE 기획연구실 감수",코딩이지,2024년 07월,12600,0.0,0,https://www.yes24.com/product/goods/129085411
OpenAI API와 파이썬으로 나만의 챗GPT 만들기,"후루카와 쇼이치, 오기와라 유이/최용 역",위키북스,2024년 04월,21600,8.9,7,https://www.yes24.com/product/goods/125905685
그림으로 배우는 구글 클라우드 101,프리양카 베르가디아/이준호 역,제이펍,2023년 11월,26100,10.0,7,https://www.yes24.com/product/goods/123255379
다양한 프로젝트로 끝장내는 파이토치 딥러닝,신은섭,위즈앤북,2024년 12월,20700,9.0,2,https://www.yes24.com/product/goods/139898569
쓸모 있는 AI 서비스 만들기,김경환,한빛미디어,2024년 07월,24300,9.8,16,https://www.yes24.com/product/goods/129119345
흥미로운 베이지안 통계,윌 커트/윤정미 역,에이콘출판사,2020년 12월,27000,10.0,7,https://www.yes24.com/product/goods/96379169
다시 확률 통계 : 확률편,나가노 히로유키/장진희 역,길벗,2020년 07월,16200,9.4,14,https://www.yes24.com/product/goods/90927118
파이썬과 AI 인공지능 카메라를 활용한 자율주행 자동차,장문철,앤써북,2024년 08월,22950,10.0,2,https://www.yes24.com/product/goods/129602148
MLOps 도입 가이드,데이터이쿠/동동구 역,한빛미디어,2022년 04월,19800,8.4,7,https://www.yes24.com/product/goods/109048610
"살아 보니, 지능","이권우, 이명현, 이정모, 정재승/강양구 기획",어크로스,2023년 12월,15120,9.4,7,https://www.yes24.com/product/goods/124126489
이토록 쉬운 챗GPT로 마케팅 데이터 분석하기,박경아,루비페이퍼,2024년 10월,19800,10.0,4,https://www.yes24.com/product/goods/135725317
초중고/대학생 모두를 위한 아두이노,"장문철, 다두이노",앤써북,2024년 10월,23940,10.0,3,https://www.yes24.com/product/goods/133236124
해석 가능한 AI,아제이 탐피/최영재 역,에이콘출판사,2024년 04월,31500,0.0,0,https://www.yes24.com/product/goods/126028181
AI와 영어 교육,한수미,커뮤니케이션북스,2024년 12월,12000,0.0,0,https://www.yes24.com/product/goods/140134079
실무로 통하는 ML 문제 해결 with 파이썬,"카일 갤러틴, 크리스 알본/박해선 역",한빛미디어,2024년 04월,33300,9.1,14,https://www.yes24.com/product/goods/126044798
AI와 인간의 인터레이싱,페드로 우리아-레시오,에이콘온,2025년 10월,34200,10.0,10,https://www.yes24.com/product/goods/159169056
